file_path,filename,extension,file_size_bytes,is_valid,error,width,height,aspect_ratio,channels,mode,format,md5_hash,class_name,relative_path
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\7.JPG,7.JPG,.jpg,72231,True,,458,459,0.9978,3,RGB,JPEG,24614038f2837c73e4a67385d469d967,Bird-drop,Bird-drop/7.JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\8.JPG,8.JPG,.jpg,72593,True,,466,346,1.3468,3,RGB,JPEG,5f4eb5ec0b400ad5f5069e6fdfc710c1,Bird-drop,Bird-drop/8.JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\9.JPG,9.JPG,.jpg,81864,True,,626,553,1.132,3,RGB,JPEG,5ab7cdcfa7b45c101f33d5bb524db127,Bird-drop,Bird-drop/9.JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (1).jpeg,Bird (1).jpeg,.jpeg,18831,True,,190,250,0.76,3,RGB,JPEG,ded72643ef9be49f5db8f08f7ad7456c,Bird-drop,Bird-drop/Bird (1).jpeg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (10).jpg,Bird (10).jpg,.jpg,55972,True,,474,474,1.0,3,RGB,JPEG,4d12e24c7606c24f6b17380f24646e39,Bird-drop,Bird-drop/Bird (10).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (100).jpg,Bird (100).jpg,.jpg,1144594,True,,1512,2016,0.75,3,RGB,JPEG,40f99a5c608c39a545741086cb337aac,Bird-drop,Bird-drop/Bird (100).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (101).jpg,Bird (101).jpg,.jpg,438630,True,,1536,2048,0.75,3,RGB,JPEG,b8e7b2ab3d801fa9686c0cfca4b0932e,Bird-drop,Bird-drop/Bird (101).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (102).jpg,Bird (102).jpg,.jpg,1294083,True,,2016,1512,1.3333,3,RGB,JPEG,6809c305b509ad37c9f7b9c3b0488b50,Bird-drop,Bird-drop/Bird (102).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (103).jpg,Bird (103).jpg,.jpg,1638142,True,,960,720,1.3333,4,RGBA,PNG,18579acf9bdb00aa620c0fde994ffbd6,Bird-drop,Bird-drop/Bird (103).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (104).jpg,Bird (104).jpg,.jpg,1256586,True,,2016,1512,1.3333,3,RGB,JPEG,0ed0e3fe4cd39feee330e6191c2a3c18,Bird-drop,Bird-drop/Bird (104).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (105).jpg,Bird (105).jpg,.jpg,79299,True,,960,720,1.3333,3,RGB,JPEG,4b4e77806e32577b3daa3af19ed2fe54,Bird-drop,Bird-drop/Bird (105).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (106).jpg,Bird (106).jpg,.jpg,143801,True,,720,960,0.75,3,RGB,JPEG,c51c04feccd1169bc09f15b7421eac35,Bird-drop,Bird-drop/Bird (106).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (107).jpg,Bird (107).jpg,.jpg,185517,True,,1024,768,1.3333,3,RGB,JPEG,ab12623f06d169004f2196cb14a839aa,Bird-drop,Bird-drop/Bird (107).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (108).jpg,Bird (108).jpg,.jpg,87746,True,,800,533,1.5009,3,RGB,JPEG,9a7254d09e720b07dfdd757566962370,Bird-drop,Bird-drop/Bird (108).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (109).jpg,Bird (109).jpg,.jpg,245105,True,,816,459,1.7778,3,RGB,JPEG,22236b8eec70cd8a8572c8897087b7e4,Bird-drop,Bird-drop/Bird (109).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (11).jpg,Bird (11).jpg,.jpg,529769,True,,1427,951,1.5005,3,RGB,JPEG,03fe473544629041104b1cdf123426a8,Bird-drop,Bird-drop/Bird (11).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (110).jpg,Bird (110).jpg,.jpg,924011,True,,1512,2016,0.75,3,RGB,JPEG,f976395443870fd41a4bcf5a3cf557c5,Bird-drop,Bird-drop/Bird (110).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (111).jpg,Bird (111).jpg,.jpg,2156750,True,,1500,1225,1.2245,3,RGB,JPEG,0b8172a7b2c87b2d5e5b1951dbb3c6e7,Bird-drop,Bird-drop/Bird (111).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (112).jpg,Bird (112).jpg,.jpg,115434,True,,700,510,1.3725,3,RGB,JPEG,7206135443a1b9ff1109a0aeda114e15,Bird-drop,Bird-drop/Bird (112).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (113).jpg,Bird (113).jpg,.jpg,175287,True,,1440,810,1.7778,3,RGB,JPEG,5c398fcd20b8feb3cd8ae561c94fa2af,Bird-drop,Bird-drop/Bird (113).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (114).jpg,Bird (114).jpg,.jpg,82499,True,,800,600,1.3333,3,RGB,JPEG,9161535a5557b0c3e7e73d47a20af256,Bird-drop,Bird-drop/Bird (114).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (115).jpg,Bird (115).jpg,.jpg,355966,True,,1600,1290,1.2403,3,RGB,JPEG,53bf963422f9ac893c245562146f51b2,Bird-drop,Bird-drop/Bird (115).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (116).jpg,Bird (116).jpg,.jpg,924011,True,,1512,2016,0.75,3,RGB,JPEG,f976395443870fd41a4bcf5a3cf557c5,Bird-drop,Bird-drop/Bird (116).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (117).jpg,Bird (117).jpg,.jpg,1942129,True,,1500,1102,1.3612,3,RGB,JPEG,47b9ffa0346d264ae4313a8768fd20f1,Bird-drop,Bird-drop/Bird (117).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (118).jpg,Bird (118).jpg,.jpg,185517,True,,1024,768,1.3333,3,RGB,JPEG,ab12623f06d169004f2196cb14a839aa,Bird-drop,Bird-drop/Bird (118).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (119).jpg,Bird (119).jpg,.jpg,1023736,True,,2016,1512,1.3333,3,RGB,JPEG,8c759e77f712bf83d3dec7efb7480003,Bird-drop,Bird-drop/Bird (119).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (12).jpg,Bird (12).jpg,.jpg,17809,True,,318,158,2.0127,3,RGB,JPEG,516b52db7a8eef38a20cae45bc651442,Bird-drop,Bird-drop/Bird (12).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (120).jpg,Bird (120).jpg,.jpg,79549,True,,800,533,1.5009,3,RGB,JPEG,196d683343b9d2c0450b7cd9699e08f5,Bird-drop,Bird-drop/Bird (120).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (121).jpg,Bird (121).jpg,.jpg,245105,True,,816,459,1.7778,3,RGB,JPEG,22236b8eec70cd8a8572c8897087b7e4,Bird-drop,Bird-drop/Bird (121).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (122).jpg,Bird (122).jpg,.jpg,25755,True,,300,225,1.3333,3,RGB,JPEG,8e2a76948aa078d4dfe2f7b80b72c719,Bird-drop,Bird-drop/Bird (122).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (123).jpg,Bird (123).jpg,.jpg,1383547,True,,1001,1600,0.6256,3,RGB,JPEG,6883b490b4f17d56e000ada93c615da1,Bird-drop,Bird-drop/Bird (123).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (124).jpg,Bird (124).jpg,.jpg,244477,True,,900,675,1.3333,3,RGB,JPEG,ca2f3bcf5151fcc2ea3bd22cf147f4aa,Bird-drop,Bird-drop/Bird (124).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (125).jpg,Bird (125).jpg,.jpg,179028,True,,800,399,2.005,3,RGB,JPEG,aa39974052150ef7ff8c4315c65e70aa,Bird-drop,Bird-drop/Bird (125).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (126).jpg,Bird (126).jpg,.jpg,2218014,True,,1500,1105,1.3575,3,RGB,JPEG,8f7170d514908b09d40e1b0b658bf05c,Bird-drop,Bird-drop/Bird (126).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (127).jpg,Bird (127).jpg,.jpg,158823,True,,1024,768,1.3333,3,RGB,JPEG,e775c8cb175ed646e676d90c8f84c87b,Bird-drop,Bird-drop/Bird (127).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (128).jpg,Bird (128).jpg,.jpg,174708,True,,1280,720,1.7778,3,RGB,JPEG,95b8ee8d73624ef8702e6539247f5d77,Bird-drop,Bird-drop/Bird (128).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (129).jpg,Bird (129).jpg,.jpg,2146106,True,,1500,1105,1.3575,3,RGB,JPEG,6ad98fee9e857a77aab9ea046e75c6db,Bird-drop,Bird-drop/Bird (129).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (13).jpg,Bird (13).jpg,.jpg,87746,True,,800,533,1.5009,3,RGB,JPEG,9a7254d09e720b07dfdd757566962370,Bird-drop,Bird-drop/Bird (13).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (130).jpg,Bird (130).jpg,.jpg,179028,True,,800,399,2.005,3,RGB,JPEG,aa39974052150ef7ff8c4315c65e70aa,Bird-drop,Bird-drop/Bird (130).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (131).jpg,Bird (131).jpg,.jpg,1741844,True,,1500,1024,1.4648,3,RGB,JPEG,283e3e8a58302109d2008741dd0f3920,Bird-drop,Bird-drop/Bird (131).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (132).jpg,Bird (132).jpg,.jpg,16027,True,,259,194,1.3351,3,RGB,JPEG,55879f94b82ab724a846140e446b0ef8,Bird-drop,Bird-drop/Bird (132).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (133).jpg,Bird (133).jpg,.jpg,529769,True,,1427,951,1.5005,3,RGB,JPEG,03fe473544629041104b1cdf123426a8,Bird-drop,Bird-drop/Bird (133).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (134).JPG,Bird (134).JPG,.jpg,20389,True,,180,244,0.7377,3,RGB,JPEG,231e9ddbf9286035dbb3a40ee4921524,Bird-drop,Bird-drop/Bird (134).JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (135).jpg,Bird (135).jpg,.jpg,214560,True,,1000,750,1.3333,3,RGB,JPEG,96b5854d41f8933e55c859af53e6f267,Bird-drop,Bird-drop/Bird (135).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (136).JPG,Bird (136).JPG,.jpg,158199,True,,975,678,1.4381,3,RGB,JPEG,ecb1f76f4476870813200d9efaa84f5f,Bird-drop,Bird-drop/Bird (136).JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (137).JPG,Bird (137).JPG,.jpg,61166,True,,489,295,1.6576,3,RGB,JPEG,314b41a9a1422477b160256da1cbbc41,Bird-drop,Bird-drop/Bird (137).JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (138).JPG,Bird (138).JPG,.jpg,98281,True,,632,427,1.4801,3,RGB,JPEG,0f6f79b0ed0da84786f2c8dafab33441,Bird-drop,Bird-drop/Bird (138).JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (139).jpg,Bird (139).jpg,.jpg,214560,True,,1000,750,1.3333,3,RGB,JPEG,96b5854d41f8933e55c859af53e6f267,Bird-drop,Bird-drop/Bird (139).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (14).JPG,Bird (14).JPG,.jpg,55229,True,,592,374,1.5829,3,RGB,JPEG,b11ebf9508574d9d330e7672a182a7ea,Bird-drop,Bird-drop/Bird (14).JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (140).jpg,Bird (140).jpg,.jpg,108983,True,,800,600,1.3333,3,RGB,JPEG,5e18f245ea5edc9ecf0145155c4c1995,Bird-drop,Bird-drop/Bird (140).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (141).jpg,Bird (141).jpg,.jpg,45010,True,,474,267,1.7753,3,RGB,JPEG,fd2c9f9fb5cc76ad61b638b7478971ee,Bird-drop,Bird-drop/Bird (141).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (142).jpg,Bird (142).jpg,.jpg,45010,True,,474,267,1.7753,3,RGB,JPEG,fd2c9f9fb5cc76ad61b638b7478971ee,Bird-drop,Bird-drop/Bird (142).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (143).jpg,Bird (143).jpg,.jpg,45132,True,,474,355,1.3352,3,RGB,JPEG,9cb1d70e8bd21bc9d5b51cfb510b4a86,Bird-drop,Bird-drop/Bird (143).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (144).jpg,Bird (144).jpg,.jpg,52168,True,,474,355,1.3352,3,RGB,JPEG,fa7929dcf78164177efadd9d29bceb04,Bird-drop,Bird-drop/Bird (144).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (145).jpg,Bird (145).jpg,.jpg,81119,True,,700,510,1.3725,3,RGB,JPEG,4b78ebf04b2e0cd90c9787b6de356d4d,Bird-drop,Bird-drop/Bird (145).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (146).jpg,Bird (146).jpg,.jpg,42172,True,,474,316,1.5,3,RGB,JPEG,2a95c3a7047cb687ac2fd2f393e03fa1,Bird-drop,Bird-drop/Bird (146).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (147).jpg,Bird (147).jpg,.jpg,52168,True,,474,355,1.3352,3,RGB,JPEG,fa7929dcf78164177efadd9d29bceb04,Bird-drop,Bird-drop/Bird (147).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (148).jpg,Bird (148).jpg,.jpg,42331,True,,450,300,1.5,3,RGB,JPEG,e2a394bbc1371c9ee664c9ef7dbe7cce,Bird-drop,Bird-drop/Bird (148).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (149).jpg,Bird (149).jpg,.jpg,71603,True,,474,632,0.75,3,RGB,JPEG,6794c832c82d1c0cba63c0944b3fd0de,Bird-drop,Bird-drop/Bird (149).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (15).JPG,Bird (15).JPG,.jpg,66414,True,,548,430,1.2744,3,RGB,JPEG,1797eabbc3c7214d27b3adcccbb6836d,Bird-drop,Bird-drop/Bird (15).JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (150).jpg,Bird (150).jpg,.jpg,71205,True,,474,632,0.75,3,RGB,JPEG,ead76e26280ee5ce685884d72a6e47ec,Bird-drop,Bird-drop/Bird (150).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (159).jpg,Bird (159).jpg,.jpg,58417,True,,474,578,0.8201,3,RGB,JPEG,bcf496c8f6ffeb7c330be2da6542cc19,Bird-drop,Bird-drop/Bird (159).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (16).JPG,Bird (16).JPG,.jpg,54936,True,,473,477,0.9916,3,RGB,JPEG,9d0a29458d1e4ca4a87aac8ab7a4fef5,Bird-drop,Bird-drop/Bird (16).JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (160).jpg,Bird (160).jpg,.jpg,124394,True,,980,735,1.3333,3,RGB,JPEG,93936ae366ac0eb1912408a1c9f5ca5c,Bird-drop,Bird-drop/Bird (160).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (161).jpg,Bird (161).jpg,.jpg,123384,True,,620,827,0.7497,3,RGB,JPEG,f2c9e6f74ca20199db49d91b328aed2b,Bird-drop,Bird-drop/Bird (161).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (162).jpg,Bird (162).jpg,.jpg,45835,True,,364,307,1.1857,3,RGB,JPEG,faef3dcf006ce875a1ed15bd6a88a432,Bird-drop,Bird-drop/Bird (162).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (163).jpg,Bird (163).jpg,.jpg,244477,True,,900,675,1.3333,3,RGB,JPEG,ca2f3bcf5151fcc2ea3bd22cf147f4aa,Bird-drop,Bird-drop/Bird (163).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (164).jpg,Bird (164).jpg,.jpg,78046,True,,638,476,1.3403,3,RGB,JPEG,7feecbf9c4e025d901d65bf7c00278ee,Bird-drop,Bird-drop/Bird (164).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (165).jpg,Bird (165).jpg,.jpg,128347,True,,768,576,1.3333,3,RGB,JPEG,85d0d933c7a82c1de9c39eacf9b5ba69,Bird-drop,Bird-drop/Bird (165).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (166).jpg,Bird (166).jpg,.jpg,69500,True,,480,360,1.3333,3,RGB,JPEG,2e4ad59e947f5ff8356be6bd9691a32c,Bird-drop,Bird-drop/Bird (166).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (167).JPG,Bird (167).JPG,.jpg,61730,True,,493,289,1.7059,3,RGB,JPEG,1d8f95bca6fa28b17f71ea906861271a,Bird-drop,Bird-drop/Bird (167).JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (168).jpg,Bird (168).jpg,.jpg,529769,True,,1427,951,1.5005,3,RGB,JPEG,03fe473544629041104b1cdf123426a8,Bird-drop,Bird-drop/Bird (168).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (169).jpg,Bird (169).jpg,.jpg,52493,True,,533,533,1.0,3,RGB,JPEG,77b4e19f8ed42e7b36ad7c8c89450f08,Bird-drop,Bird-drop/Bird (169).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (17).jpg,Bird (17).jpg,.jpg,92765,True,,474,632,0.75,3,RGB,JPEG,261a7bce221c3f3af34d8aa0ba66be4f,Bird-drop,Bird-drop/Bird (17).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (170).JPG,Bird (170).JPG,.jpg,65729,True,,522,371,1.407,3,RGB,JPEG,1a36496aeb7840b890df6e87313bcc71,Bird-drop,Bird-drop/Bird (170).JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (171).JPG,Bird (171).JPG,.jpg,114786,True,,581,769,0.7555,3,RGB,JPEG,5843eede256a30e73f549064ccc4f83a,Bird-drop,Bird-drop/Bird (171).JPG
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (172).jpg,Bird (172).jpg,.jpg,92765,True,,474,632,0.75,3,RGB,JPEG,261a7bce221c3f3af34d8aa0ba66be4f,Bird-drop,Bird-drop/Bird (172).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (173).jpg,Bird (173).jpg,.jpg,57275,True,,474,632,0.75,3,RGB,JPEG,91eafe07df84a97d276d1828fd6fe5e7,Bird-drop,Bird-drop/Bird (173).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (174).jpg,Bird (174).jpg,.jpg,12194,True,,190,250,0.76,3,RGB,JPEG,88c2e5de6bc8bd6b851597f6c1df42fd,Bird-drop,Bird-drop/Bird (174).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (175).jpg,Bird (175).jpg,.jpg,44442,True,,474,474,1.0,3,RGB,JPEG,a6b662f9b00aa92c46901e307f15ebf7,Bird-drop,Bird-drop/Bird (175).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (176).jpg,Bird (176).jpg,.jpg,277849,True,,800,600,1.3333,3,RGB,JPEG,b932e847d063bac3e4943fc677a19c59,Bird-drop,Bird-drop/Bird (176).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (177).jpg,Bird (177).jpg,.jpg,665063,True,,1920,1080,1.7778,3,RGB,JPEG,64253d425981384105b9a307224b5186,Bird-drop,Bird-drop/Bird (177).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (178).jpg,Bird (178).jpg,.jpg,219131,True,,980,735,1.3333,3,RGB,JPEG,eeb1c0648e860f9a4a90837b4bd2f88d,Bird-drop,Bird-drop/Bird (178).jpg
C:\Users\laksh\OneDrive\Desktop\AIML\solar-panel-ai\data\raw\Bird-drop\Bird (179).JPG,Bird (179).JPG,.jpg,115202,True,,1162,733,1.5853,3,RGB,JPEG,95d3f34b314ae429614c34b381370d9d,Bird-drop,Bird-drop/Bird (179).JPG
